"","C001H","C002H","C004H","C005H","C006H","C007H","C008H","C009H"
"OC90",19,49,68,19,51,30,27,48
"EFR3A",347,214,123,325,108,417,461,650
"ADCY8",0,6,36,0,4,3,13,23
"LOC102163032",0,0,0,0,17,2,0,0
"ASAP1",540,382,332,162,182,358,864,541
"FAM49B",1835,1168,1136,1091,1141,1336,1738,2115
"LOC102165484",0,0,0,0,0,2,0,0
"LOC110260219",0,0,0,0,0,0,0,0
"LOC110260220",0,0,0,0,0,0,0,0
"LOC102167986",4,0,0,0,0,8,2,0
"LOC100151870",97,200,789,68,217,130,47,146
"LOC110260447",9,0,0,0,0,0,0,0
"LOC110260223",2,0,0,0,0,5,0,0
"LOC106509952",118,132,284,239,201,197,138,206
"LOC106509953",0,8,17,25,40,12,14,0
"MYC",450,472,416,464,422,416,381,652
"LOC110260224",0,15,0,20,26,1,0,6
"LOC106509954",1,1,0,0,0,1,9,0
"FAM84B",332,621,369,537,599,858,618,1109
"LOC102165543",0,4,0,0,0,0,0,0
"LOC110260448",0,0,0,0,25,0,0,0
"LOC102166687",0,2,0,0,0,0,0,0
"TRIB1",850,747,1462,711,897,1763,1748,2442
"NSMCE2",340,363,1299,184,547,337,836,1355
"LOC106509961",4,0,0,0,0,3,0,0
"WASHC5",671,553,794,659,338,753,790,819
"SQLE",752,1216,2574,843,879,867,1582,2557
"ZNF572",49,72,26,96,113,58,50,99
"LOC106509966",96,110,54,49,61,137,177,163
"MTSS1",615,497,519,579,582,1084,1356,1531
"LOC106509968",5,9,0,15,21,4,0,28
"NDUFB9",9893,12875,10652,12388,9801,9895,9582,17357
"TATDN1",144,212,61,140,147,115,58,342
"RNF139",4,8,0,20,0,33,8,62
"TRMT12",43,61,92,43,85,49,45,41
"LOC102157933",3,3,0,0,0,7,10,0
"TMEM65",398,530,427,334,316,390,569,762
"FER1L6",170,277,243,161,74,250,271,771
"FAM91A1",1654,2045,1789,1721,1500,1668,1747,3286
"ANXA13",166,180,113,87,24,108,160,311
"KLHL38",0,16,14,0,46,13,14,0
"FBXO32",192,283,954,92,230,230,682,540
"WDYHV1",246,396,140,225,192,212,223,419
"ATAD2",141,179,58,62,131,211,122,223
"ZHX1",637,567,396,425,364,500,629,881
"C4H8orf76",135,215,82,105,65,138,204,252
"FAM83A",0,13,0,0,0,4,0,0
"LOC110260226",0,0,11,0,0,1,0,0
"TBC1D31",101,78,15,39,103,61,60,139
"DERL1",1205,1599,1877,1748,970,1543,1960,2405
"LOC102162152",20,38,0,0,27,0,2,1
"LOC110260229",0,0,0,0,0,0,9,0
"ZHX2",103,63,210,72,121,93,128,133
"LOC106509976",0,0,0,0,5,0,0,0
"LOC110260228",0,10,0,0,0,2,0,0
"LOC110260227",1,8,74,0,13,0,0,0
"LOC110260230",0,0,0,0,0,2,0,4
"LOC106507417",0,0,0,0,11,0,4,0
"LOC106507419",0,0,0,0,0,0,0,0
"SHAS2",0,8,0,0,22,13,49,43
"LOC106509979",7,19,0,82,12,8,23,26
"SNTB1",84,93,12,87,89,98,79,144
"LOC106509981",0,0,0,0,19,0,0,0
"LOC110260231",0,0,3,20,28,6,0,0
"MTBP",17,16,0,0,37,34,0,36
"MRPL13",582,703,520,563,916,917,838,896
"COL14A1",1070,1548,1323,1261,1614,1113,1222,1922
"DEPTOR",105,198,133,133,202,134,129,101
"DSCC1",30,43,19,0,68,73,50,125
"TAF2",310,285,181,135,219,248,257,369
"ENPP2",238,283,197,117,404,259,223,341
"NOV",211,184,234,275,214,336,224,447
"MAL2",11248,7526,10257,7409,5890,7211,8085,14188
"COLEC10",192,0,0,20,36,6,11,24
"TNFRSF11B",299,247,148,249,57,237,108,222
"SAMD12",52,79,25,88,60,76,84,106
"EXT1",378,321,684,327,323,542,647,1663
"LOC110260232",0,0,0,0,27,0,0,0
"MED30",341,491,416,286,140,451,496,668
"SLC30A8",0,5,0,0,0,2,0,8
"AARD",0,5,0,0,0,0,0,0
"RAD21",2075,2479,1930,1848,2116,2303,3181,3231
"UTP23",233,298,284,218,378,299,330,370
"EIF3H",4144,3661,4484,4653,6360,3171,5241,6491
"LOC106509989",3,0,0,16,21,0,9,0
"LOC102157842",0,0,0,0,6,2,0,11
"TRPS1",78,129,58,267,114,93,113,155
"LOC102168185",0,0,0,0,0,1,9,0
"CSMD3",0,0,0,0,4,0,0,0
"LOC110260451",0,0,0,25,7,0,0,0
"KCNV1",0,0,5,0,0,5,0,0
"SYBU",78,111,100,0,0,119,130,153
"EBAG9",336,408,235,326,293,431,358,708
"PKHD1L1",17,18,48,49,0,44,50,71
"ENY2",937,1193,421,896,531,842,868,1314
"NUDCD1",236,278,161,196,155,289,223,465
"LOC110260239",2,5,0,15,0,0,0,0
"TMEM74",11,17,0,0,8,3,0,29
"EMC2",651,685,308,582,536,698,739,911
"LOC110260238",0,4,0,0,0,3,0,0
"EIF3E",2794,4328,2665,3689,4121,2556,3427,4309
"RSPO2",2,5,0,0,13,1,0,0
"ANGPT1",62,117,126,111,173,149,56,110
"LOC110260240",0,0,0,0,0,1,0,0
"LOC106510002",0,0,0,0,0,6,0,0
"LOC102162375",0,0,0,0,0,2,0,0
"LOC106510004",0,0,0,0,6,3,7,0
"ABRA",0,5,0,0,0,0,0,0
"OXR1",480,358,285,461,427,673,634,903
"LOC106510005",14,2,0,0,0,5,0,0
"ZFPM2",17,3,0,0,1,4,20,14
"LRP12",170,151,33,241,86,164,159,269
"DPYS",0,0,0,0,0,0,0,5
"DCSTAMP",7,10,0,0,1,0,0,0
"LOC100156960",8,6,0,0,0,6,0,0
"RIMS2",3,0,0,0,0,2,28,9
"DCAF13",260,327,162,235,249,324,406,459
"SLC25A32",61,48,96,0,112,79,101,73
"CTHRC1",36,54,68,0,132,36,107,89
"FZD6",62,48,0,36,30,54,59,80
"BAALC",0,0,0,0,0,2,0,16
"ATP6V1C1",696,660,952,889,490,1189,713,1093
"AZIN1",6769,9399,7099,8679,6111,8638,8754,12810
"LOC100737961",109,92,101,111,230,103,77,369
"KLF10",965,1531,1659,1179,1547,1179,1690,2290
"LOC102167349",0,0,0,0,0,2,0,0
"LOC110260477",0,0,19,0,26,1,0,0
"UBR5",1451,1415,1009,980,1021,1121,1439,1539
"RRM2B",160,106,145,206,102,175,120,317
"LOC110260425",0,0,0,0,0,0,0,0
"NCALD",102,84,15,123,200,75,115,147
"LOC110260427",0,19,27,0,54,0,0,4
"GRHL2",121,133,52,56,70,75,162,207
"LOC110260426",3,7,0,0,20,15,0,0
"ZNF706",3796,3663,2719,2245,2885,2652,4267,5340
"LOC102160303",0,0,13,0,14,0,17,4
"YWHAZ",18242,14722,12999,19095,18218,18489,21241,35033
"PABPC1",23406,63005,111418,51494,41167,55343,38036,38495
"SNX31",0,6,0,0,0,5,0,0
"ANKRD46",682,559,290,408,388,621,933,928
"RNF19A",801,956,597,564,766,1182,1210,1356
"LOC110260249",0,6,0,0,77,6,3,20
"SPAG1",70,134,67,100,120,65,75,144
"POLR2K",567,629,468,264,399,704,752,594
"RGS22",0,3,5,0,8,0,0,0
"COX6C",11414,14682,13991,12707,12719,10940,13819,20092
"VPS13B",120,199,150,105,139,167,151,299
"OSR2",9,6,21,0,18,7,0,25
"STK3",308,298,255,414,557,480,205,653
"LOC110260251",0,3,0,0,0,0,0,0
"LOC106508344",0,0,0,0,0,2,0,0
"LOC102163156",0,0,0,0,0,2,0,0
"LOC102163076",0,4,0,0,15,0,0,0
"NIPAL2",37,67,46,0,55,38,49,70
"POP1",8,27,48,20,0,44,7,44
"RIDA",2521,1652,1656,1326,2115,2118,2334,2089
"ERICH5",24,28,35,5,21,11,9,37
"RPL30",10282,17688,10153,13723,12509,11676,15144,17454
"MATN2",459,595,577,1001,1118,1477,573,1056
"LAPTM4B",1098,1368,1091,512,789,1576,1817,2895
"MTDH",910,1088,844,991,1073,1355,1261,1857
"TSPYL5",20,15,22,33,27,23,14,45
"CPQ",179,158,136,118,163,64,115,130
"LOC106510014",6,12,15,18,12,4,33,11
"SDC2",319,389,361,309,726,351,609,920
"LOC110260253",0,6,6,0,9,9,0,0
"PTDSS1",135,127,69,221,164,187,239,490
"MTERF3",53,107,23,11,67,92,60,120
"UQCRB",2700,3569,1601,3211,1191,2786,2971,4437
"GDF6",30,4,21,0,9,3,24,28
"LOC102164357",11,10,13,0,44,7,0,0
"C4H8orf37",228,142,128,227,221,136,206,200
"LOC106510019",0,0,0,0,0,0,56,14
"PLEKHF2",2622,2208,2285,2358,3444,3540,4241,5023
"NDUFAF6",59,68,50,39,137,48,36,138
"LOC106510020",29,7,0,0,29,13,41,69
"TP53INP1",913,1155,2040,1084,675,811,1415,1531
"CCNE2",4,28,0,68,24,13,53,57
"INTS8",138,56,67,143,89,111,94,129
"DPY19L4",728,613,689,577,1056,599,819,1234
"ESRP1",1269,1228,1137,718,671,814,1368,1735
"KIAA1429",490,571,325,341,406,434,531,883
"RAD54B",16,21,19,0,0,20,9,32
"FSBP",7,0,28,18,4,4,0,0
"GEM",221,313,290,179,337,222,152,350
"LOC106510023",13,6,0,59,21,8,14,36
"CDH17",15038,18068,24598,16344,20837,23392,17839,34669
"PDP1",296,348,163,187,128,256,269,476
"LOC106510024",0,0,10,0,0,0,0,0
"TMEM67",48,78,70,29,58,51,6,32
"RBM12B",448,441,307,154,452,315,416,592
"FAM92A",208,233,208,281,426,169,237,337
"LOC102158348",4,0,23,0,52,0,0,0
"LOC106510026",0,0,0,0,33,0,0,0
"LOC106510027",9,0,0,0,0,0,0,0
"TRIQK",97,185,113,38,147,105,128,238
"LOC100737436",30,95,83,155,33,228,187,133
"RUNX1T1",61,106,20,74,103,88,75,79
"LOC110260259",0,0,7,0,0,0,0,0
"SLC26A7",19,25,29,0,22,9,23,27
"OTUD6B",196,233,36,406,157,220,209,397
"LOC100516731",179,119,106,217,171,97,125,118
"LOC106510031",0,0,0,0,0,0,0,0
"TMEM55A",14,46,30,55,87,40,36,33
"C4H8orf88",0,0,0,0,0,6,0,7
"NECAB1",0,0,0,0,0,0,0,0
"TMEM64",354,420,214,448,469,414,401,689
"DECR1",1144,1135,818,958,1509,1219,1572,2283
"NBN",378,362,213,270,421,401,284,361
"OSGIN2",81,100,45,73,46,111,110,144
"RIPK2",456,255,198,224,282,466,516,338
"LOC106510034",0,0,0,0,36,1,0,18
"MMP16",45,90,183,98,147,44,65,166
"CNBD1",0,0,8,0,0,0,0,0
"CPNE3",331,325,316,305,298,272,378,737
"RMDN1",571,392,270,464,542,483,435,830
"WWP1",116,111,185,187,106,165,110,167
"LOC100154873",30508,13802,5658,8258,11229,14387,18617,22853
"MIR9858",38,13,0,43,3,26,63,66
"CA3",223,283,273,365,1273,257,585,401
"LOC100153915",52127,29140,16242,24488,18067,17171,38323,36678
"LOC100152714",61,41,112,76,51,57,74,196
"C4H8orf59",473,717,488,462,1110,572,571,870
"E2F5",55,22,0,37,0,11,25,11
"LRRCC1",340,450,222,256,208,461,383,479
"LOC100156775",0,0,0,0,0,3,0,0
"RALYL",56,58,8,43,115,46,23,62
"SNX16",319,465,199,276,390,326,417,674
"CHMP4C",657,468,1149,589,617,976,1052,1114
"ZFAND1",460,551,325,460,579,435,515,715
"SLC10A5",121,79,183,36,64,40,171,77
"IMPA1",1037,741,1175,627,835,1005,1051,1674
"FABP4",812,1021,980,753,2591,505,1967,1676
"PMP2",40,30,10,0,52,2,0,18
"LOC106510037",0,0,0,0,23,0,0,15
"FABP5",1098,1220,980,886,706,1114,1480,1717
"PAG1",467,387,649,511,254,497,988,893
"ZNF704",22,35,86,95,82,40,35,58
"LOC102157450",0,0,0,0,0,0,0,0
"ZBTB10",196,318,112,125,151,214,286,232
"LOC110260268",29,76,46,36,27,29,37,55
"TPD52",1726,1635,1271,1044,908,1571,1790,3074
"MRPS28",313,315,143,381,382,330,259,501
"LOC106510039",0,0,1,0,0,0,0,0
"HEY1",36,17,8,19,93,27,0,33
"STMN2",62,151,60,100,149,85,132,215
"LOC110260269",0,0,9,0,0,0,0,0
"LOC106510042",22,14,0,0,38,23,21,7
"IL7",103,108,48,92,93,123,104,239
"ZC2HC1A",99,142,90,102,283,151,87,89
"PKIA",481,497,402,391,716,420,430,620
"LOC106510043",0,0,0,0,7,0,0,0
"LOC106510044",0,0,0,0,4,0,0,0
"PEX2",311,452,394,138,194,301,548,439
"ZFHX4",73,88,39,71,72,37,40,83
"LOC102160555",5,0,0,0,0,0,0,0
"HNF4G",12210,11017,8098,15157,12411,16358,20699,22159
"LOC106510047",11,9,0,65,0,8,3,39
"LOC110260457",7,5,13,0,0,3,0,0
"CRISPLD1",35,62,19,0,46,73,35,37
"PI15",815,1944,458,872,760,363,549,804
"GDAP1",15,19,8,0,1,12,1,31
"JPH1",0,15,15,0,27,4,0,20
"LOC106510048",0,0,0,0,0,0,7,0
"LY96",1448,1355,1534,1564,2055,1252,1659,1794
"TMEM70",777,612,611,783,494,692,722,1003
"ELOC",2418,2226,2310,2041,2061,2474,2290,3565
"UBE2W",1627,1842,1058,1600,1335,1267,1716,2788
"STAU2",213,187,160,376,169,215,242,306
"RDH10",223,427,106,479,183,321,233,346
"RPL7",22893,39516,52026,35332,25652,27107,25642,28984
"C4H8orf89",0,19,16,0,24,3,24,38
"SBSPON",26,79,15,88,48,50,57,47
"TERF1",244,246,205,41,244,221,209,305
"KCNB2",0,0,0,5,16,2,0,0
"TRPA1",162,270,295,346,291,278,422,419
"MSC",13,18,0,21,21,46,56,91
"EYA1",17,18,0,0,0,24,21,11
"LOC110260277",0,0,0,0,11,6,0,0
"XKR9",575,540,479,305,477,457,739,669
"LACTB2",2309,1514,1957,1400,1442,1381,1585,2114
"TRAM1",5920,5285,5500,4321,6601,6006,6172,10173
"NCOA2",224,233,170,210,76,267,158,309
"PRDM14",0,0,0,0,0,5,0,0
"SLCO5A1",12,3,0,0,49,10,6,0
"SULF1",187,216,129,213,304,270,199,308
"C4H8orf34",7,6,38,21,0,2,10,0
"PREX2",128,143,119,98,169,172,174,269
"CPA6",48,78,110,30,112,72,62,30
"ARFGEF1",915,915,1003,685,884,1219,1343,1895
"CSPP1",227,170,198,225,96,147,219,288
"COPS5",1072,1229,527,856,792,827,898,1846
"PPP1R42",0,3,0,0,0,0,12,4
"TCF24",0,6,0,0,0,2,0,0
"MCMDC2",0,11,0,0,0,2,0,5
"LOC100521447",342,384,220,279,340,317,441,568
"LOC106510061",16,11,11,18,38,10,23,25
"VCPIP1",614,437,604,481,701,585,691,979
"MYBL1",94,36,34,53,117,68,58,131
"C4H8orf46",4,4,24,0,29,9,16,15
"ADHFE1",0,4,0,38,46,15,50,9
"LOC110260284",0,0,0,0,0,1,0,0
"RRS1",140,111,31,109,58,171,45,129
"CRH",0,4,0,0,0,0,0,19
"TRIM55",0,6,0,0,0,0,0,0
"TRNAA-AGC_4",0,0,0,5,0,0,0,0
"PDE7A",46,22,32,31,43,61,76,88
"MTFR1",1090,1148,914,1037,804,1406,1115,2058
"ARMC1",492,393,226,518,382,368,363,803
"LOC110260285",0,0,0,0,0,4,0,0
"LOC102167557",0,14,11,0,15,1,0,24
"LOC100738003",236,319,506,205,353,367,232,453
"BHLHE22",0,0,0,0,0,5,35,0
"LOC106510065",0,0,0,0,0,0,10,0
"LOC106510067",0,0,0,0,5,0,0,0
"YTHDF3",1358,1119,1508,1143,1011,1456,1774,1843
"LOC106510071",0,11,14,0,0,5,27,9
"TTPA",80,102,120,66,147,61,116,120
"GGH",6232,11831,3771,9816,3771,4654,9408,4224
"NKAIN3",20,15,18,44,1,12,10,0
"LOC110260286",0,1,0,21,0,2,0,0
"ASPH",51,65,177,81,134,78,125,204
"CLVS1",0,7,0,11,33,2,0,0
"LOC106510074",3,12,25,4,19,7,0,14
"LOC110260459",19,20,0,21,67,0,0,0
"LOC106510075",0,5,0,0,0,0,0,0
"CHD7",430,409,403,481,340,563,449,498
"LOC106510078",8,4,0,0,2,4,24,0
"RAB2A",5083,4665,4034,4952,4617,5174,6741,9539
"CA8",20,156,36,40,31,18,63,71
"LOC110260288",0,0,0,0,0,1,0,21
"LOC110260289",15,23,7,17,16,28,3,43
"TOX",99,191,105,45,136,113,131,91
"NSMAF",163,262,77,71,114,195,132,335
"SDCBP",1265,892,696,1034,378,2033,2496,2457
"CYP7A1",0,0,14,0,0,0,0,0
"UBXN2B",75,77,63,177,96,139,169,194
"LOC102166303",0,9,0,18,12,4,10,0
"FAM110B",22,80,0,39,56,49,95,80
"LOC110260291",0,0,18,0,0,0,0,0
"LOC110260292",0,8,0,0,0,7,0,0
"IMPAD1",302,480,414,373,249,352,410,634
"LOC106510082",0,0,0,0,0,4,0,0
"LOC100514834",848,182,287,328,313,206,26,42
"PENK",9,40,0,0,33,9,4,72
"LOC106510085",0,0,0,0,5,0,0,0
"SDR16C5",0,0,0,13,16,1,3,39
"CHCHD7",956,2039,1007,1222,1446,943,1062,2015
"PLAG1",35,34,66,37,15,39,30,91
"LOC110260293",0,0,0,0,29,1,0,0
"MOS",0,0,0,0,25,7,0,0
"RPS20",16236,23778,18796,19674,29244,15415,26153,25740
"LYN",1121,1091,1711,1216,930,2100,2905,3286
"TGS1",158,49,7,41,68,81,55,69
"TMEM68",658,935,550,886,836,639,917,1538
"LOC110260295",0,0,0,0,0,1,1,0
"XKR4",9,14,26,0,16,8,9,29
"LOC102166699",0,0,0,0,0,7,0,18
"LOC100627466",0,0,0,0,8,0,5,0
"SOX17",0,2,33,0,12,14,5,2
"MRPL15",467,431,400,414,434,573,683,725
"LYPLA1",3407,3754,5213,2948,3341,4036,3942,5537
"TCEA1",2022,1764,718,1681,1198,1687,2101,2530
"RGS20",0,3,0,0,24,0,17,0
"ATP6V1H",591,533,444,308,355,605,689,974
"OPRK1",0,6,0,0,3,4,0,11
"RB1CC1",1597,1503,1209,725,766,1509,2216,2128
"ALKAL1",12,16,37,14,59,13,20,4
"ST18",4,34,0,0,32,38,6,27
"PCMTD1",823,1399,979,820,738,1140,1593,1901
"LOC110255189",29,10,0,16,12,16,28,0
"LOC102157622",0,0,0,0,46,0,0,0
"SNTG1",0,0,14,0,23,3,0,0
"SNAI2",349,387,439,433,439,403,440,734
"LOC102162468",0,0,0,0,23,0,0,5
"LOC102162866",10,29,0,0,48,7,0,7
"EFCAB1",0,0,0,0,34,0,0,0
"UBE2V2",1001,976,677,970,896,954,959,1346
"LOC102164310",0,0,0,0,0,3,0,0
"MCM4",465,385,176,415,193,332,378,582
"PRKDC",271,246,244,296,350,272,262,350
"CEBPD",1920,2714,2937,8667,1886,8611,7437,12345
"SPIDR",132,328,218,534,157,495,395,768
"LOC106510093",2,23,13,0,0,10,17,14
"PRRX1",0,9,0,22,5,2,3,0
"GORAB",144,172,59,295,70,157,149,216
"METTL11B",4,8,0,19,16,0,9,0
"KIFAP3",175,179,186,205,231,260,225,439
"SCYL3",164,159,125,155,77,147,237,222
"C4H1orf112",197,361,116,156,86,242,215,305
"METTL18",371,733,550,412,270,414,667,569
"LOC106510097",6,0,0,0,0,4,10,0
"SELE",13,0,11,25,11,38,13,12
"SELL",58,8,51,51,29,164,29,51
"SELP",4,0,0,0,22,8,2,40
"F5",31,8,11,27,19,20,23,0
"SLC19A2",91,46,90,20,107,187,119,88
"CCDC181",52,10,0,24,12,27,37,25
"BLZF1",715,541,492,629,812,996,784,1408
"NME7",7058,5765,6759,8024,8305,10848,10856,12295
"ATP1B1",8693,5148,3153,7554,5311,10295,12301,12562
"LOC110260299",0,0,0,0,22,4,0,0
"DPT",2589,4626,5368,4495,4160,3677,3777,7224
"LOC106510102",0,3,0,0,0,0,0,0
"XCL1",240,48,95,316,210,195,335,263
"LOC106510109",0,0,9,0,0,0,0,0
"TBX19",0,0,0,0,57,2,0,0
"SFT2D2",937,1256,1186,812,795,579,1294,1468
"TIPRL",342,313,410,221,173,387,569,442
"LOC100525571",0,16,0,0,0,11,0,20
"GPR161",26,7,13,16,33,24,9,0
"DCAF6",552,598,689,587,396,555,937,790
"MPC2",2604,2774,3091,2769,3089,2454,2744,4330
"MIR9810",38,8,0,1,25,22,4,73
"ADCY10",17,0,0,0,37,1,0,7
"MPZL1",541,756,1013,794,394,816,928,2551
"RCSD1",199,215,359,293,415,374,281,375
"LOC110260300",15,15,18,8,39,22,31,10
"CREG1",1520,3406,1581,1667,1231,1329,2417,3576
"CD247",304,269,406,572,320,353,571,1320
"POU2F1",9,13,0,0,34,16,37,0
"LOC106510105",0,0,0,0,6,0,0,0
"DUSP27",0,9,0,16,0,2,17,0
"GPA33",5506,3813,3285,2998,2504,4544,9887,10905
"LOC110260301",0,0,0,0,41,0,0,0
"ILDR2",0,0,0,0,36,8,0,0
"LOC106510106",0,0,0,0,0,8,0,0
"TADA1",230,411,187,457,224,310,278,401
"POGK",42,87,84,14,23,55,149,120
"LOC106508330",0,0,0,0,0,0,2,0
"FAM78B",0,13,33,10,21,1,5,3
"UCK2",216,191,77,100,154,131,229,251
"TMCO1",1615,1662,1235,1532,2246,2156,3197,3993
"ALDH9A1",2029,1252,1452,1553,1003,1433,1584,2427
"MGST3",5346,5185,10353,6871,3422,5301,5822,8464
"LOC110260463",0,0,0,0,8,0,0,0
"RXRG",137,169,74,152,66,157,348,140
"LMX1A",0,1,13,0,16,1,0,0
"PBX1",108,181,141,160,50,160,187,285
"LOC110260303",0,7,0,0,0,0,0,0
"LOC106507442",0,0,0,0,16,0,0,0
"NUF2",226,204,69,162,268,190,72,304
"LOC100518120",40,45,50,270,232,204,244,35
"RGS5",308,527,327,346,382,339,495,651
"RGS4",298,185,78,369,129,419,188,371
"CCDC190",0,0,0,0,0,4,0,0
"HSD17B7",473,241,376,490,287,359,418,1349
"DDR2",219,158,110,97,172,160,216,246
"UAP1",2173,2387,1754,2414,1942,2479,1891,4920
"UHMK1",819,528,529,578,389,869,561,1633
"SH2D1B",0,0,0,16,16,7,28,45
"C4H1orf226",493,284,387,336,178,454,907,543
"SPATA46",11,0,0,0,0,1,0,0
"LOC110260305",13,0,0,40,0,2,0,12
"OLFML2B",344,317,661,658,797,449,490,590
"ATF6",461,425,553,518,319,585,517,917
"LOC110260306",13,25,1,5,17,14,0,13
"DUSP12",54,108,32,118,80,42,99,96
"FCRLB",0,0,0,0,8,0,0,0
"FCRLA",17,27,12,0,8,9,0,0
"FCGR2B",99,157,140,73,181,125,168,320
"FCGR3A",2634,2207,1656,3095,5932,2575,2987,4962
"TRNAG-UCC_1",0,0,22,0,0,1,0,0
"LOC110260308",0,0,20,0,0,0,0,0
"HSPA6",80,24,200,12,106,630,322,200
"LOC110260307",34,6,29,13,46,35,0,33
"CFAP126",48,26,70,69,14,40,41,25
"SDHC",3866,4183,4378,5376,2914,4418,4650,8639
"MPZ",0,2,0,15,15,2,0,0
"PCP4L1",37,50,16,92,73,55,65,104
"NR1I3",0,4,0,0,9,1,0,0
"TOMM40L",302,183,128,77,98,185,157,387
"APOA2",0,0,0,0,0,1,0,0
"FCER1G",430,423,137,379,596,503,430,677
"NDUFS2",1814,1387,1117,1691,889,1805,1695,3042
"ADAMTS4",0,0,0,42,9,23,36,22
"PPOX",149,244,131,90,208,80,155,214
"B4GALT3",197,268,200,131,81,195,283,354
"USP21",134,120,123,110,82,112,176,199
"UFC1",2003,2255,1523,2275,2213,2405,2543,3880
"DEDD",823,624,364,626,533,1023,1090,1239
"NIT1",1000,911,684,845,464,909,1210,1635
"PFDN2",280,333,224,346,152,299,364,341
"KLHDC9",23,36,51,28,10,28,20,33
"NECTIN4",0,5,7,0,0,0,29,0
"ARHGAP30",136,101,44,130,140,231,266,369
"USF1",2110,1851,2839,2382,2632,3071,3291,3769
"LOC106510114",0,0,15,0,0,0,4,0
"TSTD1",3710,5975,2808,3455,2787,3946,5057,4623
"F11R",1433,829,570,805,593,1567,2219,2318
"LOC110255228",3369,4527,1567,223,510,2323,329,1380
"LOC100736733",540,835,833,458,2222,719,1581,2053
"LOC110260309",0,6,0,1,1,0,0,1
"LOC110260310",0,0,27,0,0,1,0,0
"ITLN2",66,266,774,95,122,4,159,631
"CD244",69,90,74,69,76,101,94,293
"LY9",59,23,28,0,104,58,20,122
"LOC100156074",11,25,9,81,23,38,56,121
"LOC100154053",44,37,0,27,20,114,94,71
"CD48",152,189,68,222,170,266,197,237
"SLAMF1",11,2,0,0,11,7,3,5
"CD84",104,101,51,19,149,64,79,117
"SLAMF6",45,44,21,38,32,19,48,83
"VANGL2",7,23,58,20,60,26,14,37
"NHLH1",115,21,56,39,28,80,76,97
"NCSTN",1379,1355,1356,828,759,1517,2742,2546
"COPA",1394,792,605,629,406,1061,1277,1382
"PEX19",782,662,738,687,785,760,926,1451
"DCAF8",545,632,871,509,562,505,630,1051
"PEA15",1693,1071,1202,1255,729,2172,3549,1963
"CASQ1",29,5,45,53,34,20,38,50
"LOC100157711",3,8,0,0,18,8,8,15
"ATP1A2",163,175,114,306,219,154,145,388
"IGSF8",174,209,164,79,57,178,436,529
"KCNJ9",0,0,11,0,22,0,0,0
"KCNJ10",0,3,0,0,0,2,24,0
"PIGM",230,178,125,104,57,190,116,344
"SLAMF9",0,16,30,41,28,22,34,22
"IGSF9",868,636,965,304,379,476,750,2671
"TAGLN2",10444,9621,11086,6379,6430,9934,18366,30366
"CFAP45",8,12,16,0,0,13,13,10
"LOC100514765",0,11,0,0,0,0,8,0
"SLAMF8",36,98,77,99,23,47,129,74
"FCRL6",0,12,9,0,16,0,0,0
"DUSP23",123,87,71,219,84,85,127,352
"LOC110260311",5,7,0,0,0,0,0,0
"CRP",0,3,0,0,0,2,0,8
"CRP_1",0,0,0,0,0,3,18,13
"LOC100520241",8,32,35,0,16,25,36,12
"LOC100155689",2,0,0,0,3,4,0,0
"APCS",0,0,0,0,0,0,0,0
"LOC100739219",0,0,0,0,0,1,0,0
"FCER1A",81,116,72,109,123,28,82,112
"LOC100517891",5,7,1,0,0,13,2,20
"ACKR1",14,8,14,11,14,31,11,66
"CADM3",15,27,51,0,71,31,41,82
"LOC100156073",457,523,559,604,482,497,448,621
"LOC100154852",0,2,0,0,0,2,0,0
"LOC100156472",0,0,0,0,0,4,0,5
"LOC100157689",0,0,0,0,8,1,0,0
"LOC100152848",0,1,17,0,3,2,0,0
"LOC100522736",0,10,19,17,63,4,0,0
"SPTA1",0,0,20,0,14,4,0,0
"LOC106510122",0,7,32,0,6,0,4,11
"CD1.1",28,58,8,0,83,18,12,48
"CD1E",6,7,1,0,0,5,0,39
"PCD1B",8,43,7,51,0,8,0,5
"CD1D",174,206,65,105,195,182,169,279
"KIRREL",50,88,79,36,109,76,87,181
"LOC106510123",0,0,0,22,0,0,0,0
"CD5L",13,3,10,33,0,5,3,27
"LOC100152824",0,0,3,0,18,32,22,40
"LOC100158069",55,30,13,32,75,48,44,65
"FCRL4",0,0,0,0,0,9,0,4
"FCRL5",12,6,73,0,19,34,10,55
"LOC100152036",0,0,31,13,72,1,0,14
"LOC110260316",124,88,58,86,50,93,190,128
"LOC110260317",0,0,0,0,0,2,0,5
"LOC100525572",651,578,786,671,646,679,855,1507
"LOC102161780",3,0,0,0,1,9,34,50
"LOC102162420",5,0,15,8,8,22,68,47
"ETV3",1259,1162,1402,1056,544,3130,2512,3012
"ETV3L",0,0,0,0,0,1,0,0
"ARHGEF11",521,334,436,184,196,492,745,967
"LRRC71",0,4,10,0,49,1,3,0
"PEAR1",77,63,112,68,74,52,93,49
"NTRK1",0,0,0,0,0,3,0,0
"INSRR",0,5,13,0,0,4,0,0
"SH2D2A",59,24,43,55,16,25,11,62
"PRCC",355,369,672,419,331,413,647,785
"HDGF",807,759,703,673,488,816,1038,2581
"MRPL24",2912,2469,2451,2816,1950,2637,3129,5145
"RRNAD1",97,125,96,69,56,68,181,242
"ISG20L2",297,247,138,245,139,252,314,511
"CRABP2",65,84,39,100,28,53,5,74
