"","C001H","C002H","C004H","C005H","C006H","C007H","C008H","C009H"
"LOC106504634",0,0,0,0,0,2,0,0
"SHISA3",83,161,57,132,123,117,109,104
"ATP8A1",115,144,80,65,136,83,141,122
"LOC100515559",0,0,0,0,11,11,0,0
"KCTD8",0,0,7,0,0,1,0,7
"GUF1",117,102,82,88,105,90,144,185
"GNPDA2",407,579,784,417,394,716,666,660
"GABRA2",0,0,0,0,0,0,0,0
"LOC100517408",0,0,0,0,0,0,2,0
"GABRA4",5,8,10,0,15,4,0,0
"GABRB1",0,0,0,0,39,0,7,0
"COMMD8",783,779,701,617,608,825,607,1009
"ATP10D",34,76,49,40,50,57,94,90
"CORIN",0,2,0,0,0,1,3,12
"LOC102166909",68,865,977,155,141,213,976,794
"NFXL1",154,149,70,92,116,98,81,128
"CNGA1",10,47,57,0,24,26,9,26
"NIPAL1",2778,3781,7000,4199,4526,6422,6441,9885
"TXK",27,7,12,0,12,32,14,35
"TEC",791,437,139,397,101,958,915,645
"SLAIN2",585,697,363,456,536,828,891,687
"SLC10A4",13,12,10,25,60,10,4,9
"FRYL",610,479,244,360,156,391,312,927
"OCIAD1",1269,1596,833,1381,1573,1174,1699,3052
"OCIAD2",48,84,100,71,58,62,138,109
"LOC110262084",12,2,6,0,13,0,1,0
"CWH43",8,29,0,61,25,19,10,4
"LOC102159502",18,31,33,15,78,11,9,36
"DCUN1D4",467,617,203,429,307,388,452,477
"LRRC66",1521,634,921,657,805,1706,2626,1026
"SGCB",18,22,0,0,12,11,0,3
"SPATA18",0,0,0,30,0,0,12,0
"USP46",224,147,116,190,80,121,210,248
"LOC110262087",0,4,4,0,0,2,0,0
"LOC100626258",67,38,15,115,10,71,67,33
"LOC110262088",74,59,55,37,23,20,53,31
"RASL11B",64,96,102,32,117,68,92,132
"SCFD2",55,139,101,62,143,135,211,122
"FIP1L1",485,404,276,371,261,439,504,877
"LNX1",340,122,96,179,97,472,516,387
"CHIC2",952,1371,1139,1290,1069,1818,2077,2322
"PDGFRA",867,904,1461,831,834,609,1016,1289
"KIT",78,100,80,117,167,67,58,164
"LOC106510374",5,0,0,0,15,0,0,0
"KDR",101,143,141,105,177,126,124,170
"LOC100525350",53,124,108,74,97,88,175,150
"LOC102161965",0,0,0,0,0,0,0,10
"LOC100526059",2,13,0,0,30,6,13,0
"LOC100620089",92,30,0,40,39,40,6,96
"LOC110262090",64,37,32,4,55,45,68,125
"MAP9",11,5,18,0,26,7,15,0
"TLL1",29,35,38,0,12,28,2,13
"CPE",707,750,1448,1049,1254,1445,1121,1040
"MSMO1",3355,4475,10900,3867,7275,3204,11227,16297
"KLHL2",532,454,444,432,262,492,586,570
"TMEM192",201,180,112,209,185,161,243,283
"LOC100737304",0,6,0,0,0,0,1,0
"LOC100513607",0,0,0,0,0,0,0,0
"GUCY1A3",231,257,174,194,232,165,171,276
"GUCY1B3",247,254,153,286,377,196,281,282
"TDO2",0,0,0,0,0,0,0,0
"CTSO",21,19,26,43,45,38,41,68
"PDGFC",480,457,337,664,800,430,465,553
"GLRB",0,9,0,0,6,0,0,0
"GRIA2",5,14,0,16,36,9,18,50
"LOC106504650",0,7,12,16,7,7,0,19
"FAM198B",185,183,104,112,174,92,151,138
"LOC100516145",50,11,13,0,8,8,18,21
"LOC110262097",4,6,0,0,0,7,20,11
"TMEM144",274,180,138,269,186,378,429,894
"RXFP1",6,5,0,0,44,7,0,0
"C8H4orf46",59,141,65,71,96,80,64,138
"ETFDH",1886,1663,1958,1660,1195,1744,2755,3071
"PPID",543,510,771,457,284,786,446,811
"FNIP2",159,171,247,105,92,257,178,211
"LOC110262100",31,11,25,22,13,11,17,6
"RAPGEF2",513,514,952,252,352,568,712,499
"FSTL5",5,13,0,0,0,23,0,10
"LOC106504658",0,0,0,1,0,1,0,0
"NAF1",58,55,58,126,23,87,143,116
"LOC110262101",0,0,0,0,15,0,0,0
"NPY1R",0,0,20,45,4,15,66,5
"NPY5R",0,5,0,0,6,4,0,0
"LOC110261974",0,0,0,0,0,6,0,0
"TKTL2",0,0,0,0,0,1,0,0
"TMA16",332,491,430,406,398,475,388,487
"MARCH1",105,83,80,72,60,120,80,133
"LOC110261948",0,0,15,0,0,1,0,11
"LOC100519499",290,667,368,317,424,452,411,804
"LOC106504662",0,0,0,0,0,3,0,0
"LOC102159863",17,103,88,0,6,51,76,56
"APELA",0,13,24,0,44,6,22,0
"LOC100519853",321,476,862,417,375,368,602,677
"LOC110262102",0,2,0,0,0,1,0,5
"TMEM165",1037,1167,815,1084,1466,1274,1181,1636
"CLOCK",97,31,34,0,15,57,55,52
"PDCL2",0,0,0,0,14,2,0,0
"LOC102166140",0,0,0,21,0,0,0,0
"NMU",0,12,8,14,0,17,0,0
"LOC102165777",0,19,0,0,2,12,8,0
"LOC106504669",0,0,0,0,0,0,0,8
"EXOC1",431,575,335,559,399,387,633,640
"CEP135",83,100,77,59,87,42,107,92
"KIAA1211",168,145,107,120,20,292,325,320
"LOC110262105",9,31,0,18,0,12,10,64
"LOC110262106",0,8,0,0,42,24,16,3
"AASDH",237,249,329,22,127,178,219,366
"PPAT",23,43,0,0,4,15,21,37
"PAICS",115,133,24,166,60,88,66,131
"SRP72",527,540,354,450,365,621,750,1116
"ARL9",44,70,22,29,70,35,23,69
"THEGL",0,0,0,0,0,5,0,0
"HOPX",422,481,504,832,728,534,563,802
"SPINK2",7,1,0,0,5,14,0,17
"LOC110261959",0,11,0,0,0,6,0,17
"REST",655,416,756,468,499,757,909,1233
"LOC100621006",70,147,82,101,152,74,134,232
"LOC100626988",78,92,66,0,50,46,64,121
"LOC102161749",15,17,29,1,18,2,21,0
"LOC110262108",0,10,0,0,9,9,31,0
"LOC100621115",208,123,138,169,122,129,135,202
"POLR2B",763,968,738,594,542,597,997,1199
"IGFBP7",734,730,359,737,882,645,998,1530
"LOC110262010",0,0,0,0,16,0,0,0
"LOC110262109",0,0,0,0,13,0,0,0
"LOC110261960",0,0,0,0,0,0,0,0
"LOC110262110",0,0,0,0,11,0,0,0
"ADGRL3",29,29,10,6,76,32,40,37
"EPHA5",1,15,12,0,52,2,0,0
"LOC106504681",0,0,0,0,0,4,0,0
"LOC102160681",0,0,0,0,0,0,0,0
"CENPC",193,429,317,212,272,486,376,228
"STAP1",19,51,0,125,40,41,55,93
"UBA6",551,373,379,493,501,583,481,776
"GNRHR",7,10,12,0,0,14,0,0
"LOC100512727",0,0,0,0,21,0,4,0
"LOC100512911",0,9,0,0,0,0,0,0
"LOC100525933",0,0,0,0,0,1,0,0
"LOC100513296",0,0,0,0,0,1,0,0
"LOC100623255",0,3,0,0,0,0,0,0
"LOC100623351",0,0,0,0,0,0,8,0
"YTHDC1",559,846,513,468,321,790,1412,950
"LOC106508499",43,8,50,0,26,11,15,0
"LOC110262115",0,32,16,0,0,19,32,14
"LOC100623504",79,180,221,121,142,211,409,227
"LOC100515741",1624,1564,766,117,179,859,1576,1703
"LOC102163645",123,175,111,150,16,152,468,256
"UGT2B31",397,494,355,49,34,186,391,296
"LOC100516628",14,1,0,144,107,11,18,0
"LOC100515394",8,14,36,42,14,12,29,11
"LOC100515222",225,305,527,96,314,427,471,568
"LOC110262116",234,397,523,539,1016,604,691,941
"LOC100624891",908,1613,2035,1273,1232,2807,2333,3190
"LOC100624700",2112,2699,3682,1020,1847,3022,4047,6341
"LOC100624788",2001,1046,1615,404,1006,1957,1713,2769
"LOC110262118",70,164,47,41,31,87,95,115
"LOC100624541",2490,3865,4157,3002,2808,3472,4202,3588
"LOC110262013",0,9,0,0,0,8,15,0
"SULT1E1",35775,49704,38494,29252,20378,23905,79962,35942
"LOC110262014",5,434,619,154,278,252,674,78
"CSN1S1",0,27,20,43,29,7,16,10
"STATH",0,0,0,0,10,0,0,0
"CSN1S2",0,0,0,0,0,0,0,0
"AMBN",48,86,13,61,64,78,171,119
"ENAM",0,0,0,0,2,1,0,0
"JCHAIN",14629,64589,67477,73223,104858,12137,57373,104269
"UTP3",134,142,89,97,74,133,203,195
"RUFY3",332,508,483,510,342,384,309,541
"GRSF1",600,609,562,645,451,566,559,1052
"MOB1B",1192,1587,1345,1140,1266,1359,2036,2637
"DCK",402,459,378,336,257,605,423,835
"SLC4A4",1075,865,932,1628,283,658,1199,1465
"LOC110261977",1,2,0,0,0,9,0,12
"LOC106507787",0,0,0,0,25,2,0,0
"GC",0,4,0,0,0,0,8,0
"LOC106507788",142,68,45,31,39,55,87,66
"NPFFR2",19,14,9,0,0,5,1,0
"LOC110262123",0,4,0,0,0,1,0,0
"ADAMTS3",41,54,18,74,64,37,27,111
"LOC100520317",103,116,74,63,100,102,93,170
"ANKRD17",500,390,165,326,169,516,485,550
"LOC110261978",0,0,0,0,14,0,0,0
"ALB",6,24,25,0,63,3,0,9
"AFP",0,0,0,0,6,0,0,2
"AFM",0,0,0,0,4,0,13,0
"LOC102166306",46,132,95,45,96,93,22,167
"RASSF6",97,137,141,91,112,146,230,176
"LOC106504691",3,5,0,23,0,8,11,34
"CXCL8",2105,966,791,8523,2080,4670,1647,3084
"AMCF-II",71,86,0,202,38,347,108,173
"PPBP",8,0,0,0,0,0,0,12
"LOC100520680",0,13,0,80,46,12,10,16
"LOC100525396",19,6,24,76,0,96,11,136
"CXCL2",7,15,32,154,58,88,11,70
"MTHFD2L",12,39,25,17,17,13,45,28
"EPGN",7,11,0,13,5,2,0,0
"LOC106504692",0,7,0,0,15,3,0,0
"EREG",1665,1073,576,1045,863,911,922,1246
"AREG",6084,1693,2251,4179,3654,4441,3838,4721
"BTC",275,298,149,375,309,157,133,304
"PARM1",4344,3413,5375,1666,2704,3770,10262,6575
"LOC102158261",69,27,0,17,12,19,53,0
"LOC106504698",19,9,0,49,28,15,28,4
"RCHY1",1145,1089,758,695,958,1218,1048,1365
"THAP6",129,37,36,125,20,55,86,167
"C8H4orf26",0,0,0,0,22,0,5,14
"LOC110262126",9,0,0,0,41,0,0,1
"CDKL2",25,27,36,0,0,10,23,38
"G3BP2",3069,3231,3067,3045,3029,2877,4154,4569
"USO1",1050,1306,1101,1195,1127,1423,1422,1739
"LOC100511764",0,0,0,0,0,0,7,0
"LOC106504695",0,16,36,0,16,0,0,13
"PPEF2",0,0,0,0,3,3,12,0
"NAAA",119,176,58,91,178,135,353,291
"SDAD1",222,160,38,74,209,169,227,221
"CXCL9",559,233,23,237,223,360,136,17
"CXCL10",2174,2318,261,3134,2286,5197,1425,841
"CXCL11",2461,2349,35,914,4570,5220,1703,156
"NUP54",553,720,444,717,899,623,509,827
"SCARB2",781,726,820,1846,1112,1342,1628,1377
"FAM47E",6,0,0,24,13,4,0,0
"STBD1",97,109,28,268,124,148,161,103
"CCDC158",0,0,0,0,54,8,4,0
"SHROOM3",2165,1448,2818,665,880,1519,5084,4135
"LOC110262128",14,34,79,0,19,24,11,34
"LOC110262130",0,3,0,0,0,0,0,0
"SOWAHB",708,374,579,156,353,390,926,870
"SEPT11",337,409,330,326,282,297,631,480
"CCNI",2628,2552,2553,1243,1659,1878,4628,2657
"LOC106504701",0,0,13,13,0,1,0,6
"CCNG2",4313,5532,3636,2074,1558,4086,5098,2876
"CXCL13",110,370,369,844,1410,425,769,804
"LOC110262133",0,0,0,0,0,0,4,0
"CNOT6L",730,665,593,480,423,464,681,1159
"MRPL1",523,247,343,379,761,504,391,1083
"FRAS1",6,42,30,0,123,35,9,14
"ANXA3",12,5,35,0,0,6,0,5
"LOC102167454",14,27,0,0,17,8,8,18
"LOC110262134",6,0,0,0,3,1,0,0
"NPY2R",0,4,0,29,0,0,19,0
"RBM46",0,0,0,0,0,1,0,0
"LRAT",0,2,0,0,0,2,0,0
"FGG",0,0,0,0,0,0,20,0
"FGA",0,0,0,0,0,0,0,0
"FGB",2,4,0,0,0,4,20,0
"PLRG1",413,454,499,481,387,457,395,741
"DCHS2",0,0,0,0,12,0,0,15
"LOC110262135",0,0,0,0,2,0,0,0
"SFRP2",162,764,261,260,365,153,314,479
"TLR2",796,831,1127,1459,1026,3003,2876,3852
"TMEM131L",96,52,74,50,69,58,66,104
"LOC102159783",0,0,0,0,0,0,0,0
"MND1",169,151,190,107,138,163,68,216
"TRIM2",167,150,60,147,153,171,215,270
"FHDC1",240,206,221,158,83,249,700,502
"ARFIP1",773,618,372,433,503,766,866,1405
"TIGD4",4,7,0,0,0,2,0,0
"TMEM154",55,67,33,144,28,143,81,54
"LOC110262137",24,39,24,0,85,17,7,40
"FBXW7",248,447,561,202,371,284,537,606
"LOC102160851",0,0,0,0,0,0,0,0
"LOC110262141",0,0,0,0,0,4,0,0
"GATB",110,88,89,31,112,75,68,178
"FAM160A1",460,413,922,313,328,474,1647,1042
"LOC102161916",18,5,0,0,32,0,0,0
"SH3D19",1480,2181,2996,1870,2582,2037,2138,3625
"PRSS48",0,0,1,0,0,4,0,0
"RPS3A",58923,73091,74850,64875,101363,53716,64579,84798
"LOC102163359",0,43,35,0,110,3,5,22
"LOC102163742",0,0,0,0,5,10,17,5
"LRBA",198,155,77,144,130,217,204,350
"MAB21L2",183,130,177,170,124,113,151,282
"DCLK2",186,284,271,161,275,287,382,657
"LOC102165147",0,0,0,0,0,0,0,0
"LOC110261979",0,0,0,0,22,1,0,0
"LOC110262142",0,0,0,0,0,4,0,0
"LOC110262143",8,0,0,0,4,1,0,0
"LOC110261980",0,0,0,0,0,0,0,7
"NR3C2",423,473,632,315,258,584,1120,1197
"ARHGAP10",206,129,275,113,163,160,348,367
"PRMT9",292,225,92,147,218,234,234,270
"TMEM184C",764,567,714,515,523,626,956,1238
"EDNRA",31,42,68,0,99,41,43,110
"TTC29",26,0,16,0,41,17,22,12
"SLC10A7",72,127,59,75,72,98,127,131
"LOC106504714",0,7,6,19,0,6,13,0
"LOC102167861",42,50,42,55,16,32,42,20
"LSM6",1019,1261,1062,850,679,897,1412,1679
"ZNF827",71,71,134,133,148,93,84,96
"LOC100523624",263,233,194,136,195,190,256,416
"LOC102165892",9,18,0,0,7,20,15,25
"SMAD1",209,203,253,383,60,551,581,507
"LOC110262147",0,0,10,0,0,0,0,0
"OTUD4",270,457,173,217,191,375,378,501
"ABCE1",586,489,161,644,476,530,382,792
"ANAPC10",27,101,19,60,58,95,60,25
"HHIP",194,630,268,355,462,286,345,439
"LOC100525237",68,108,133,27,82,87,98,148
"GYPA",26,0,8,0,43,10,5,0
"FREM3",0,0,0,0,0,0,0,6
"SMARCA5",1062,1206,901,1112,911,1257,1321,1478
"GAB1",1574,914,1011,1049,955,1866,2003,1789
"LOC110262149",24,35,29,10,41,25,37,45
"USP38",572,705,543,442,371,533,540,881
"INPP4B",65,91,53,26,79,80,86,90
"LOC110261981",0,0,0,0,5,0,0,0
"IL15",1340,1261,1133,1062,1244,1333,1162,1337
"ZNF330",378,455,336,446,534,509,483,688
"LOC106504720",16,6,0,0,23,0,0,0
"RNF150",136,46,27,133,52,199,139,242
"LOC100624892",16,0,0,0,28,8,0,0
"TBC1D9",358,473,350,252,252,359,609,421
"ELMOD2",321,323,546,290,212,263,440,326
"MGAT4D",0,0,0,0,8,0,0,0
"LOC102162631",0,3,0,0,0,1,0,11
"CLGN",70,36,46,45,0,33,77,17
"SCOC",2283,2045,1503,1926,1347,1838,2485,2601
"LOC110262150",0,3,0,0,0,0,0,0
"LOC110262151",2,11,0,0,20,1,0,0
"MAML3",5,51,53,16,11,19,15,18
"MGST2",7604,12931,13216,7448,6361,8077,15157,16452
"LOC100739463",22,21,8,0,4,8,0,0
"SETD7",238,263,103,155,164,215,243,303
"RAB33B",168,197,122,178,91,213,214,224
"LOC102162389",0,15,0,0,10,6,6,5
"NAA15",754,728,328,575,743,592,542,984
"NDUFC1",2897,3879,2357,2299,3478,2975,2968,4572
"MGARP",0,23,18,6,0,17,36,4
"ELF2",510,874,459,570,642,688,862,990
"NOCT",54,71,24,112,38,52,92,94
"LOC110262015",10,3,0,0,31,0,0,0
"LOC110262153",0,0,0,0,6,1,0,0
"SLC7A11",218,312,61,484,58,639,362,525
"LOC110262154",0,0,0,0,0,0,0,0
"PCDH18",283,603,664,306,528,496,497,807
"LOC102166855",10,0,0,0,0,2,0,0
"LOC106504725",0,0,0,0,0,2,0,0
"LOC102163618",0,0,0,0,0,0,14,0
"LOC110262158",0,0,0,0,13,0,9,0
"PABPC4L",0,0,0,0,0,0,0,0
"PCDH10",4,0,0,0,12,0,0,6
"LOC106504727",0,0,9,0,0,0,0,0
"LOC102165359",0,0,0,0,0,0,0,0
"LOC110262017",0,4,0,0,9,0,0,0
"C8H4orf33",308,243,161,271,351,239,204,430
"SCLT1",19,38,21,10,18,25,14,13
"JADE1",147,215,167,80,174,193,140,193
"LOC102166663",2,0,33,0,0,5,0,24
"PGRMC2",878,755,930,613,442,619,594,852
"LARP1B",174,86,86,116,146,86,132,188
"ABHD18",176,274,147,263,159,162,100,463
"MFSD8",195,260,184,281,137,251,266,393
"PLK4",90,66,33,60,62,82,33,62
"LOC102167943",24,62,40,50,17,20,12,69
"HSPA4L",192,166,149,249,166,210,118,218
"SLC25A31",0,0,0,0,0,0,0,0
"INTU",22,19,8,6,0,24,0,28
"FAT4",72,171,213,171,421,132,124,239
"LOC106504728",2,0,9,0,19,0,0,1
"ANKRD50",179,294,198,171,118,145,216,303
"SPRY1",247,237,154,651,404,665,212,519
"SPATA5",30,3,21,22,32,26,18,43
"NUDT6",60,31,77,32,0,20,18,0
"FGF2",39,32,65,39,29,79,40,53
"BBS12",77,206,134,12,65,107,139,164
"LOC100622849",32,37,6,7,8,45,29,71
"LOC110262159",6,0,0,0,10,0,0,0
"IL21",0,0,0,0,0,0,0,12
"IL2",0,0,0,18,0,0,0,0
"ADAD1",0,0,0,0,0,0,0,0
"KIAA1109",732,1212,1131,565,694,883,729,1042
"TRPC3",13,1,0,26,0,3,15,12
"CCNA2",185,184,59,146,99,149,219,313
"EXOSC9",212,149,102,99,206,266,135,192
"LOC110262162",0,0,0,0,0,0,6,0
"ANXA5",1498,1277,954,1346,1268,1368,1367,2581
"QRFPR",0,3,0,0,0,5,0,5
"TNIP3",34,19,8,162,49,114,23,60
"LOC106510483",59,25,0,124,42,37,51,87
"NDNF",54,91,69,81,56,46,71,79
"PRDM5",24,47,71,20,34,23,24,43
"MAD2L1",573,737,264,424,382,483,642,1140
"LOC102159443",0,0,0,0,30,0,0,0
"LOC110262165",0,0,0,18,0,0,0,0
"PDE5A",561,741,279,570,560,429,525,934
"FABP2",0,0,4,0,0,0,0,0
"LOC100515290",2886,6692,8656,4140,1891,6441,6593,6170
"USP53",337,140,51,74,74,366,319,233
"SEC24D",842,1082,782,788,668,911,952,1336
"MYOZ2",0,4,0,0,0,0,0,0
"SYNPO2",468,469,377,551,658,323,458,513
"METTL14",109,154,65,118,130,134,92,178
"PRSS12",92,116,309,57,135,69,67,288
"LOC100525935",327,594,463,683,333,424,590,667
"NDST3",23,5,0,18,0,9,0,0
"LOC102165266",0,0,0,0,0,3,0,0
"LOC110262167",0,0,0,0,0,0,6,0
"TRAM1L1",0,0,6,0,0,1,0,20
"LOC110262019",0,5,0,0,0,0,0,0
"LOC100512003",4,0,0,0,0,3,7,0
"UGT8",519,576,877,1001,507,705,1013,741
"LOC106504735",0,0,0,0,0,0,0,0
"ARSJ",90,69,54,42,105,123,52,191
"CAMK2D",200,220,200,170,250,393,332,215
"ANK2",196,290,302,132,338,232,204,357
"LARP7",248,341,187,265,233,389,270,367
"ZGRF1",32,19,15,0,14,11,0,0
"LOC110262172",0,0,20,21,5,4,0,0
"LOC106507799",4,6,0,0,20,4,0,0
"ALPK1",125,143,174,82,200,180,150,198
"TIFA",441,420,303,929,416,1514,396,472
"AP1AR",95,38,9,0,10,86,54,76
"LOC102158976",0,4,13,24,8,1,12,0
"C8H4orf32",724,731,361,676,1322,978,728,942
"LOC110261985",6,0,0,0,29,2,0,10
"LOC110261984",20,0,8,18,109,21,102,85
"PITX2",546,621,773,421,905,470,699,840
"LOC100737472",42,41,51,68,19,32,45,88
"LOC106504743",36,17,0,42,11,24,17,29
"ENPEP",1136,888,233,695,1334,1730,2206,143
"LOC110261986",11,8,0,0,31,2,0,25
"LOC100516279",0,4,1,7,4,6,7,6
"ELOVL6",922,953,2010,688,670,1201,601,1789
"LOC110261988",0,0,0,0,0,0,0,11
"EGF",30,55,73,141,71,40,28,38
"LRIT3",0,1,0,0,1,4,0,16
"RRH",0,0,0,0,0,0,0,0
"GAR1",251,164,200,287,392,497,325,246
"LOC102157627",6,14,28,9,6,11,14,0
"CFI",634,602,200,924,311,691,443,763
"PLA2G12A",1366,1976,861,918,1389,775,1258,1869
"CASP6",905,809,790,753,556,795,956,1853
"MCUB",79,35,43,57,28,50,47,117
"SEC24B",975,1396,1395,1069,661,1589,1244,1429
"COL25A1",0,26,8,34,49,1,7,5
"ETNPPL",0,0,0,0,5,3,2,23
"OSTC",2519,2687,1734,2777,4094,2827,2448,5517
"RPL34",30632,45205,40151,38371,67370,32172,40371,47003
"LOC102161553",0,0,0,22,0,0,0,0
"LOC100738196",7,2,19,0,0,0,6,0
"LOC110262176",0,0,0,0,0,0,0,0
"LEF1",13,34,28,16,32,15,22,37
"HADH",912,625,649,598,821,802,1241,1641
"LOC100518620",39,87,70,25,55,56,92,162
"SGMS2",552,754,613,365,499,419,866,1139
"MIR9843",0,12,0,0,11,2,0,0
"LOC106504747",0,0,0,0,0,0,0,8
"PAPSS1",185,262,90,120,97,185,100,407
"DKK2",57,130,51,86,88,84,107,92
"LOC110262177",0,4,0,0,0,9,9,0
"LOC106504749",0,0,11,0,12,0,0,0
"LOC110262178",0,0,0,0,0,0,8,0
"GIMD1",0,4,0,0,0,4,0,0
"AIMP1",1370,1537,977,1065,1313,1134,1382,1967
"TBCK",72,106,74,135,69,81,31,90
"NPNT",172,507,207,214,431,360,323,566
"GSTCD",59,45,25,108,35,68,69,106
"INTS12",328,249,202,346,280,504,514,580
"ARHGEF38",15,27,0,0,8,17,4,0
"LOC100738848",6,0,0,0,0,2,0,11
"PPA2",604,562,263,348,367,331,420,530
"TET2",915,812,747,624,543,583,1086,1071
"LOC110262179",0,0,0,0,0,11,0,7
"CXXC4",54,63,5,27,77,49,46,60
"LOC106507803",0,0,0,0,0,1,5,0
"CENPE",145,157,68,116,127,158,113,142
"BDH2",170,281,85,204,389,282,248,296
"SLC9B2",31,54,45,67,48,39,32,63
"SLC9B1",4,13,0,0,16,25,22,0
"CISD2",5187,4137,4415,2915,4497,3966,7614,6338
"LOC106504757",22,11,16,0,7,12,26,41
"LOC110261989",24,2,27,0,43,23,20,0
"LOC102160517",396,229,289,127,123,327,343,422
"UBE2D3",4524,2441,3043,2726,3413,4863,7511,5961
"MANBA",182,51,32,114,35,78,166,200
"NFKB1",277,408,155,222,100,298,354,428
"SLC39A8",290,331,79,639,245,597,246,274
"LOC110262181",0,0,0,0,9,5,0,0
"LOC110262182",0,0,0,0,0,1,0,0
"BANK1",43,109,84,101,67,57,96,213
"LOC110261963",16,13,0,15,5,4,26,0
"PPP3CA",437,579,549,338,838,447,507,644
"EMCN",190,210,285,199,214,195,306,199
"DDIT4L",67,56,43,455,116,123,56,66
"H2AFZ",16090,18684,19441,18307,15465,21099,18900,24343
"DNAJB14",749,994,793,631,760,1039,946,1695
"LAMTOR3",2663,2745,2158,2595,3151,2410,3214,4394
"DAPP1",473,538,353,315,440,540,522,462
"LOC102162205",9,5,9,0,27,0,5,0
"MTTP",0,0,0,0,11,0,0,0
"TRMT10A",387,330,212,228,340,246,392,517
"C8H4orf17",64,18,35,0,57,22,62,22
"LOC100512795",5,0,0,23,6,0,16,0
"ADH1C",2250,1604,2411,3246,3349,1973,1483,2805
"LOC110262184",0,0,0,0,11,2,0,0
"LOC110262185",0,0,0,0,0,0,0,0
"LOC110261964",3,4,6,0,0,1,0,11
"ADH4",0,5,0,0,0,3,0,5
"ADH5",5650,4777,5912,2924,4848,3362,6870,7566
"METAP1",297,333,99,170,158,201,280,387
"EIF4E",2815,2372,1419,2300,2513,2236,2832,3879
"TSPAN5",111,193,120,207,234,81,148,163
"LOC110262186",20,0,1,29,8,6,0,8
"RAP1GDS1",183,143,35,108,122,138,157,325
"STPG2",4,0,20,0,0,0,0,0
"LOC110262187",0,0,0,0,0,0,0,0
"LOC110262188",0,0,0,0,0,0,0,0
"UNC5C",47,22,19,0,15,22,44,78
"BMPR1B",6,26,15,8,53,28,31,31
"PDLIM5",1002,1006,746,747,772,981,1666,1585
"HPGDS",0,0,0,20,0,1,0,8
"SMARCAD1",197,154,68,181,85,97,150,255
"LOC100515676",0,0,0,0,2,0,0,0
"LOC106507805",46,55,68,0,5,24,97,90
"ATOH1",162,205,196,82,107,167,273,360
"GRID2",0,0,0,0,20,2,0,0
"LOC110261991",0,0,0,0,0,0,0,11
"LOC110261992",0,3,0,0,15,1,0,0
"LOC110261993",0,0,13,0,0,0,0,0
"CCSER1",85,147,162,188,216,173,174,122
"MMRN1",616,909,453,502,697,342,669,657
"LOC106504767",0,0,0,0,0,0,0,0
"SNCA",14,37,8,74,49,17,16,51
"LOC106504771",0,0,0,0,0,0,2,0
"GPRIN3",40,139,88,104,106,135,66,146
"TIGD2",168,131,80,197,90,107,159,104
"FAM13A",3302,2146,2643,1290,1259,1850,3883,2164
"HERC3",506,576,579,355,245,535,809,704
"NAP1L5",239,33,12,19,44,54,100,158
"LOC102166545",7,15,58,23,0,10,0,27
"LOC110261994",3,2,0,18,33,0,0,7
"HERC5",1437,767,6424,438,2005,892,1456,1621
"HERC6",4325,3455,11430,2002,3936,5335,7707,9376
"LOC110262191",0,0,0,0,0,0,10,0
"PPM1K",160,158,39,93,157,92,92,199
"LOC110261965",7,0,0,0,0,6,0,0
"ABCG2",1169,1546,1621,151,511,826,2547,2111
"LOC110255210",132,218,406,75,204,116,333,175
"PKD2",1312,1767,1430,219,806,1617,2299,1754
"SPP1",625,1579,524,332,295,843,455,177
"LOC106504772",0,0,0,0,0,0,0,0
"DMP1",14,22,54,70,6,28,10,43
"DSPP",3,0,13,0,0,9,3,11
"SPARCL1",769,851,768,997,1296,620,727,1433
"NUDT9",807,622,1009,1059,719,801,644,1429
"LOC100520923",1619,1333,6478,4154,7759,2448,2970,6089
"HSD17B13",6,3,47,92,68,3,1,31
"KLHL8",17,26,29,105,42,63,80,94
"AFF1",530,187,395,235,228,431,605,446
"LOC106504773",0,0,0,0,0,0,8,0
"C8H4orf36",0,0,0,0,0,1,0,0
"PTPN13",119,134,123,103,39,141,72,191
"LOC106504776",0,0,0,0,21,5,0,0
"MAPK10",8,10,31,0,17,15,11,19
"ARHGAP24",80,91,64,50,128,48,99,89
"LOC110261996",0,7,0,0,0,0,0,0
"LOC110261997",7,0,0,0,0,0,0,0
"WDFY3",276,271,365,310,111,227,366,516
"LOC106507809",0,0,0,0,0,1,0,0
"CDS1",855,1097,1197,734,764,731,1191,2135
"LOC110262193",0,0,0,0,11,0,0,0
"LOC102164773",0,0,0,0,0,0,0,0
"LOC106508464",0,0,0,0,0,1,0,0
"LOC106507812",0,0,0,0,0,0,0,0
"LOC106507813",0,0,0,0,0,0,5,0
"GPAT3",175,279,236,80,115,181,298,641
"ABRAXAS1",58,28,0,56,21,34,57,114
"MRPS18C",142,78,31,43,55,86,90,129
"HELQ",101,99,64,68,151,93,102,147
"LOC102167078",5,8,10,68,21,19,44,12
"HPSE",31,6,0,0,0,22,28,34
"COQ2",1009,562,268,550,689,1035,791,915
"LOC106507814",38,7,0,0,1,15,23,22
"LOC110262194",65,9,64,11,20,30,9,19
"LOC100524999",35607,11348,26493,22820,17449,33495,24466,58608
"PLAC8",1709,1138,365,486,562,1213,2600,1109
"COPS4",1014,1078,985,801,701,1108,1163,1354
"LOC110262195",0,14,0,0,0,0,16,0
"LIN54",82,42,24,17,11,88,132,105
